Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry,Last Update
AZPN,"Aspen Technology, Inc.",58.5,4450222589,1994,Technology,EDP Services,4/24/17
EEFT,"Euronet Worldwide, Inc.",84.58,4428576744,1997,Finance,Investment Bankers/Brokers/Service,4/23/17
MTCH,"Match Group, Inc.",17.22,4407779654,2015,Technology,"Computer Software: Programming, Data Processing",4/26/17
CASY,"Caseys General Stores, Inc.",112.01,4390587134,1983,Consumer Durables,Automotive Aftermarket,4/25/17
ATHN,"athenahealth, Inc.",110.17,4353755679,2007,Miscellaneous,Business Services,4/24/17
LVNTA,Liberty Interactive Corporation,50.87,4345444050,NAN,Consumer Services,Catalog/Specialty Distribution,4/23/17
MIK,"The Michaels Companies, Inc.",22.99,4342681865,2014,Consumer Services,Recreational Products/Toys,4/26/17
CY,Cypress Semiconductor Corporation,13.14,4308889916,1986,Technology,Semiconductors,4/23/17
ALNY,"Alnylam Pharmaceuticals, Inc.",49.85,4289720016,2004,Health Care,Major Pharmaceuticals,4/24/17
ISBC,"Investors Bancorp, Inc.",13.83,4285620914,NAN,Finance,Major Banks,4/26/17
NAVI,Navient Corporation,14.68,4272005191,NAN,Finance,Investment Bankers/Brokers/Service,4/25/17
OPK,"Opko Health, Inc.",7.62,4253651526,NAN,Health Care,Major Pharmaceuticals,4/25/17
ICLR,ICON plc,77.58,4230502800,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4/24/17
PDCO,"Patterson Companies, Inc.",43.55,4230185700,1992,Health Care,Medical Specialities,4/26/17
PDCE,"PDC Energy, Inc.",63.43,4171367070,NAN,Energy,Oil & Gas Production,4/26/17
WWD,"Woodward, Inc.",67.73,4161320770,NAN,Energy,Industrial Machinery/Components,4/23/17
UNIT,Uniti Group Inc.,26.43,4121263995,NAN,Consumer Services,Real Estate Investment Trusts,4/23/17
NATI,National Instruments Corporation,31.79,4119785980,1995,Technology,Computer Software: Prepackaged Software,4/25/17
MEOH,Methanex Corporation,45.75,4110309839,NAN,Basic Industries,Major Chemicals,4/26/17
ACAD,ACADIA Pharmaceuticals Inc.,33.48,4064727318,1985,Health Care,Major Pharmaceuticals,4/23/17
AKRX,"Akorn, Inc.",32.42,4034663910,NAN,Health Care,Major Pharmaceuticals,4/25/17
COLM,Columbia Sportswear Company,58.06,4034301132,1998,Consumer Non-Durables,Apparel,4/26/17
LILAK,Liberty Global plc,23.25,4016138807,NAN,Consumer Services,Television Services,4/26/17
BPOP,"Popular, Inc.",38.54,4000650712,NAN,Finance,Major Banks,4/23/17
FIZZ,National Beverage Corp.,85.6,3986267880,NAN,Consumer Non-Durables,Beverages (Production/Distribution),4/23/17
UBNT,"Ubiquiti Networks, Inc.",48.45,3984123927,2011,Technology,Radio And Television Broadcasting And Communications Equipment,4/25/17
SBGI,"Sinclair Broadcast Group, Inc.",38.85,3981620455,1995,Consumer Services,Broadcasting,4/26/17
FHB,"First Hawaiian, Inc.",28.44,3968705731,2016,Finance,Major Banks,4/23/17
CRUS,"Cirrus Logic, Inc.",61.64,3959257521,1989,Technology,Semiconductors,4/26/17
PTEN,"Patterson-UTI Energy, Inc.",23.8,3958648383,1993,Energy,Oil & Gas Production,4/23/17
AMCX,AMC Networks Inc.,58.09,3934966294,NAN,Consumer Services,Television Services,4/26/17
PRAH,"PRA Health Sciences, Inc.",63.75,3930515239,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4/23/17
JCOM,"j2 Global, Inc.",81.55,3929865305,1999,Technology,Telecommunications Equipment,4/25/17
VNQI,Vanguard Global ex-U.S. Real Estate ETF,54.36,3885517661,NAN,NAN,NAN,4/23/17
FCNCA,"First Citizens BancShares, Inc.",322.97,3879000503,NAN,Finance,Major Banks,4/25/17
MDCO,The Medicines Company,54.07,3859537093,2000,Health Care,Major Pharmaceuticals,4/26/17
LILA,Liberty Global plc,22.34,3858947998,NAN,Consumer Services,Television Services,4/25/17
TCBI,"Texas Capital Bancshares, Inc.",77.85,3858056980,2003,Finance,Major Banks,4/24/17
LNCE,"Snyder&#39;s-Lance, Inc.",39.92,3852210499,NAN,Consumer Non-Durables,Specialty Foods,4/23/17
LVNTB,Liberty Interactive Corporation,44.86,3832054651,NAN,Consumer Services,Catalog/Specialty Distribution,4/23/17
CACC,Credit Acceptance Corporation,192.56,3827679951,1992,Finance,Finance: Consumer Services,4/26/17
IBKC,IBERIABANK Corporation,74.7,3807464677,NAN,Finance,Major Banks,4/26/17
OLED,Universal Display Corporation,81,3805459218,NAN,Capital Goods,Electrical Products,4/25/17
HAIN,"The Hain Celestial Group, Inc.",36.6,3786203571,NAN,Consumer Non-Durables,Packaged Foods,4/26/17
VMBS,Vanguard Mortgage-Backed Securities ETF,52.78,3759318308,NAN,NAN,NAN,4/23/17
CBRL,"Cracker Barrel Old Country Store, Inc.",155.88,3747756279,1981,Consumer Services,Restaurants,4/24/17
ACHC,"Acadia Healthcare Company, Inc.",42.61,3730634353,NAN,Health Care,Medical Specialities,4/26/17
TECH,Bio-Techne Corp,99.85,3725584129,NAN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/26/17
HBHC,Hancock Holding Company,43,3716270528,NAN,Finance,Major Banks,4/23/17
SAVE,"Spirit Airlines, Inc.",53.51,3711638317,2011,Transportation,Air Freight/Delivery Services,4/25/17
UMPQ,Umpqua Holdings Corporation,16.72,3684143638,NAN,Finance,Savings Institutions,4/24/17
MPWR,"Monolithic Power Systems, Inc.",88.97,3663070171,2004,Technology,Semiconductors,4/26/17
BLKB,"Blackbaud, Inc.",77,3659965078,2004,Technology,Computer Software: Prepackaged Software,4/24/17
NUVA,"NuVasive, Inc.",71.7,3632341502,2004,Health Care,Medical/Dental Instruments,4/24/17
GOLD,Randgold Resources Limited,93.9,3614230813,NAN,Basic Industries,Precious Metals,4/23/17
UMBF,UMB Financial Corporation,72.11,3593976678,NAN,Finance,Major Banks,4/23/17
VWR,VWR Corporation,27.24,3587047535,2014,Consumer Durables,Diversified Electronic Products,4/26/17
ESGR,Enstar Group Limited,184.6,3585731687,NAN,Finance,Property-Casualty Insurers,4/24/17
HOMB,"Home BancShares, Inc.",24.92,3574570254,2006,Finance,Major Banks,4/23/17
VSAT,"ViaSat, Inc.",61.91,3565336847,1996,Technology,Radio And Television Broadcasting And Communications Equipment,4/24/17
BLUE,"bluebird bio, Inc.",86.2,3520818053,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/25/17
BRKR,Bruker Corporation,21.9,3501469127,NAN,Capital Goods,Biotechnology: Laboratory Analytical Instruments,4/24/17
MKSI,"MKS Instruments, Inc.",64.85,3492917691,1999,Capital Goods,Industrial Machinery/Components,4/24/17
MDSO,"Medidata Solutions, Inc.",60.3,3479617832,2009,Technology,Computer Software: Prepackaged Software,4/24/17
LSTR,"Landstar System, Inc.",83.05,3474796885,1993,Transportation,Trucking Freight/Courier Services,4/24/17
LANC,Lancaster Colony Corporation,126.32,3465101352,NAN,Consumer Non-Durables,Packaged Foods,4/25/17
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.6,3446793826,NAN,NAN,NAN,4/23/17
WTFC,Wintrust Financial Corporation,65.14,3420088608,NAN,Finance,Major Banks,4/23/17
MANH,"Manhattan Associates, Inc.",49.22,3417999177,1998,Technology,Computer Software: Prepackaged Software,4/25/17
LPLA,LPL Financial Holdings Inc.,37.8,3404653333,2010,Finance,Investment Bankers/Brokers/Service,4/25/17
LFUS,"Littelfuse, Inc.",149.83,3392334442,NAN,Consumer Durables,Electrical Products,4/24/17
MLCO,Melco Resorts & Entertainment Limited,19.79,3373944063,NAN,Consumer Services,Hotels/Resorts,4/23/17
WIX,Wix.com Ltd.,75,3362950650,2013,Technology,"Computer Software: Programming, Data Processing",4/23/17
TECD,Tech Data Corporation,88.32,3357297738,1986,Technology,Retail: Computer Software & Peripheral Equipment,4/25/17
PEGA,Pegasystems Inc.,43.6,3341638986,1996,Technology,EDP Services,4/24/17
CHFC,Chemical Financial Corporation,46.76,3323160535,NAN,Finance,Major Banks,4/23/17
NTCT,"NetScout Systems, Inc.",36.15,3318097483,1999,Technology,EDP Services,4/23/17
MBFI,MB Financial Inc.,39.51,3311770910,NAN,Finance,Major Banks,4/23/17
WEN,Wendy&#39;s Company (The),13.41,3311288026,NAN,Consumer Services,Restaurants,4/24/17
LOPE,"Grand Canyon Education, Inc.",69.33,3310006452,2008,Consumer Services,Other Consumer Services,4/26/17
PSEC,Prospect Capital Corporation,9.14,3283967122,2004,NAN,NAN,4/25/17
MORN,"Morningstar, Inc.",76.4,3279899674,2005,Finance,Investment Managers,4/23/17
HCSG,"Healthcare Services Group, Inc.",44.9,3269258800,1983,Health Care,Hospital/Nursing Management,4/26/17
PFPT,"Proofpoint, Inc.",74.46,3223850167,2012,Technology,EDP Services,4/24/17
MTSI,"MACOM Technology Solutions Holdings, Inc.",50.76,3215293167,2012,Technology,Semiconductors,4/25/17
ENTG,"Entegris, Inc.",22.55,3184521847,2000,Consumer Non-Durables,Plastic Products,4/26/17
SLGN,Silgan Holdings Inc.,57.6,3170946701,1997,Consumer Durables,Containers/Packaging,4/25/17
TXRH,"Texas Roadhouse, Inc.",44.24,3136933068,2004,Consumer Services,Restaurants,4/23/17
UBSI,"United Bankshares, Inc.",38.65,3134159575,NAN,Finance,Major Banks,4/23/17
JACK,Jack In The Box Inc.,98.84,3127468989,NAN,Consumer Services,Restaurants,4/26/17
PRXL,PAREXEL International Corporation,61.1,3113325144,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4/26/17
NXST,"Nexstar Media Group, Inc.",66,3109070514,2003,Consumer Services,Broadcasting,4/24/17
IDTI,"Integrated Device Technology, Inc.",23.24,3100671225,1984,Technology,Semiconductors,4/26/17
SFM,"Sprouts Farmers Market, Inc.",22.69,3098044248,2013,Consumer Services,Food Chains,4/26/17
IART,Integra LifeSciences Holdings Corporation,41.14,3077937522,NAN,Capital Goods,Biotechnology: Laboratory Analytical Instruments,4/26/17
ANAT,American National Insurance Company,113.34,3051919214,NAN,Finance,Life Insurance,4/24/17
WMGI,Wright Medical Group N.V.,29.41,3047622867,2011,Health Care,Industrial Specialties,4/24/17
CRTO,Criteo S.A.,49.92,3040340659,2013,Technology,Advertising,4/23/17
XOG,"Extraction Oil & Gas, Inc.",17.66,3034599124,2016,Energy,Oil & Gas Production,4/25/17
PNFP,"Pinnacle Financial Partners, Inc.",60.9,3030467798,NAN,Finance,Major Banks,4/26/17
BGCP,"BGC Partners, Inc.",10.72,3028299661,NAN,Finance,Investment Bankers/Brokers/Service,4/25/17
MOMO,Momo Inc.,38.18,3006659193,2014,Technology,Computer Software: Prepackaged Software,4/26/17
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,62.79,2976246000,NAN,NAN,NAN,4/25/17
FULT,Fulton Financial Corporation,17,2962483036,NAN,Finance,Major Banks,4/23/17
CBPO,"China Biologic Products, Inc.",108.34,2945199065,NAN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/23/17
CAKE,The Cheesecake Factory Incorporated,61.67,2943235100,1992,Consumer Services,Restaurants,4/23/17
SLAB,"Silicon Laboratories, Inc.",69.1,2922103495,2000,Technology,Semiconductors,4/25/17
WAFD,"Washington Federal, Inc.",32.7,2920343249,NAN,Finance,Major Banks,4/24/17
BECN,"Beacon Roofing Supply, Inc.",48.6,2919731411,2004,Consumer Services,RETAIL: Building Materials,4/24/17
RP,"RealPage, Inc.",35.95,2910513402,2010,Technology,Computer Software: Prepackaged Software,4/23/17
ICUI,"ICU Medical, Inc.",147,2910187959,1992,Health Care,Medical/Dental Instruments,4/25/17
PZZA,"Papa John&#39;s International, Inc.",78.61,2895772292,1993,Consumer Services,Restaurants,4/26/17
PAAS,Pan American Silver Corp.,18.89,2891435044,NAN,Basic Industries,Precious Metals,4/26/17
NKTR,Nektar Therapeutics,18.73,2881255510,NAN,Health Care,Major Pharmaceuticals,4/25/17
FSLR,"First Solar, Inc.",27.42,2859197358,2006,Technology,Semiconductors,4/25/17
WB,Weibo Corporation,50.16,2856598156,2014,Technology,"Computer Software: Programming, Data Processing",4/26/17
SANM,Sanmina Corporation,38.4,2852869632,1993,Technology,Electrical Products,4/26/17
IDCC,"InterDigital, Inc.",83.05,2849170688,NAN,Miscellaneous,Multi-Sector Companies,4/23/17
CATY,Cathay General Bancorp,35.7,2842463167,NAN,Finance,Major Banks,4/26/17
GRFS,"Grifols, S.A.",19.53,2838503578,NAN,Health Care,Major Pharmaceuticals,4/25/17
GPOR,Gulfport Energy Corporation,15.85,2812262584,NAN,Energy,Oil & Gas Production,4/24/17
GLNG,Golar LNG Limited,26.67,2693670000,NAN,Consumer Services,Marine Transportation,4/25/17
GWPH,GW Pharmaceuticals Plc,117.07,2689916805,2013,Health Care,Major Pharmaceuticals,4/26/17
LITE,Lumentum Holdings Inc.,44.1,2688162996,NAN,Consumer Durables,Telecommunications Equipment,4/25/17
FNSR,Finisar Corporation,24.1,2684444100,1999,Technology,Semiconductors,4/26/17
CMPR,Cimpress N.V,85.9,2671357113,NAN,Miscellaneous,Publishing,4/24/17
DORM,"Dorman Products, Inc.",77.14,2665593374,NAN,Capital Goods,Auto Parts:O.E.M.,4/24/17
ICPT,"Intercept Pharmaceuticals, Inc.",107.33,2665161782,2012,Health Care,Major Pharmaceuticals,4/24/17
AFSI,"AmTrust Financial Services, Inc.",15.55,2660256431,NAN,Finance,Property-Casualty Insurers,4/25/17
ILG,"ILG, Inc",21.32,2650218737,NAN,Finance,Real Estate,4/25/17
SIGI,"Selective Insurance Group, Inc.",45.4,2644413028,NAN,Finance,Property-Casualty Insurers,4/23/17
LEXEA,"Liberty Expedia Holdings, Inc.",46.33,2639082123,NAN,Consumer Services,Other Consumer Services,4/23/17
NICE,NICE Ltd,66.61,2637390777,NAN,Technology,Computer Manufacturing,4/26/17
SAGE,"Sage Therapeutics, Inc.",70.39,2623447970,2014,Health Care,Major Pharmaceuticals,4/26/17
BWLD,"Buffalo Wild Wings, Inc.",150.75,2621486723,2003,Consumer Services,Restaurants,4/24/17
PSMT,"PriceSmart, Inc.",85.85,2609676542,NAN,Consumer Services,Department/Specialty Retail Stores,4/23/17
URBN,"Urban Outfitters, Inc.",22.42,2607229826,1993,Consumer Services,Clothing/Shoe/Accessory Stores,4/24/17
AMKR,"Amkor Technology, Inc.",10.9,2605260513,1998,Technology,Semiconductors,4/26/17
HA,"Hawaiian Holdings, Inc.",48.35,2593189830,NAN,Transportation,Air Freight/Delivery Services,4/23/17
RRR,"Red Rock Resorts, Inc.",22.35,2589221306,2016,Consumer Services,Hotels/Resorts,4/23/17
EXAS,Exact Sciences Corporation,23.27,2573750612,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4/26/17
HQY,"HealthEquity, Inc.",43.09,2569385214,2014,Miscellaneous,Business Services,4/23/17
AEIS,"Advanced Energy Industries, Inc.",64.45,2562385570,1995,Capital Goods,Industrial Machinery/Components,4/25/17
LPNT,"LifePoint Health, Inc.",63.95,2554415986,NAN,Health Care,Hospital/Nursing Management,4/24/17
CHDN,"Churchill Downs, Incorporated",155,2546787020,NAN,Consumer Services,Services-Misc. Amusement & Recreation,4/24/17
JUNO,"Juno Therapeutics, Inc.",24.01,2545550620,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/23/17
ALGT,Allegiant Travel Company,152.05,2529317235,2006,Transportation,Air Freight/Delivery Services,4/23/17
RARE,Ultragenyx Pharmaceutical Inc.,60.28,2515287646,2014,Health Care,Major Pharmaceuticals,4/25/17
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",59.9,2514990571,2014,Consumer Services,Restaurants,4/25/17
SSB,South State Corporation,85.8,2507996977,NAN,Finance,Major Banks,4/25/17
CLVS,"Clovis Oncology, Inc.",56.17,2506670112,2011,Health Care,Major Pharmaceuticals,4/25/17
HZNP,Horizon Pharma plc,15.33,2489021172,2011,Health Care,Major Pharmaceuticals,4/26/17
JJSF,J & J Snack Foods Corp.,132.67,2482158188,1986,Consumer Non-Durables,Specialty Foods,4/25/17
MLNX,"Mellanox Technologies, Ltd.",49.95,2481473942,2007,Technology,Semiconductors,4/23/17
FIVE,"Five Below, Inc.",45.12,2478459061,2012,Consumer Services,Department/Specialty Retail Stores,4/25/17
AYA,Amaya Inc.,16.85,2467325566,NAN,Technology,"Computer Software: Programming, Data Processing",4/23/17
NTNX,"Nutanix, Inc.",17.21,2464720340,2016,Technology,Computer Software: Prepackaged Software,4/25/17
FNGN,"Financial Engines, Inc.",39.6,2464019474,2010,Finance,Investment Managers,4/23/17
LAUR,"Laureate Education, Inc.",14.6,2458705393,2017,Consumer Services,Other Consumer Services,4/25/17
GBCI,"Glacier Bancorp, Inc.",32.06,2456435661,NAN,Finance,Major Banks,4/23/17
FV,First Trust Dorsey Wright Focus 5 ETF,23.5,2452225047,NAN,NAN,NAN,4/23/17
SAFM,"Sanderson Farms, Inc.",107.49,2444373658,1987,Consumer Non-Durables,Meat/Poultry/Fish,4/24/17
HELE,Helen of Troy Limited,90.55,2443701464,NAN,Consumer Durables,Home Furnishings,4/25/17
FFIN,"First Financial Bankshares, Inc.",36.95,2443341733,NAN,Finance,Major Banks,4/25/17
LIVN,LivaNova PLC,50.71,2443114240,NAN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,4/26/17
HOPE,"Hope Bancorp, Inc.",17.99,2433017234,NAN,Finance,Major Banks,4/23/17
VRNT,Verint Systems Inc.,38.8,2421854329,2002,Technology,EDP Services,4/26/17
ACIW,"ACI Worldwide, Inc.",20.55,2410633656,NAN,Technology,Computer Software: Prepackaged Software,4/23/17
ZNGA,Zynga Inc.,2.77,2404921762,2011,Technology,EDP Services,4/26/17
BCPC,Balchem Corporation,75.59,2401556586,NAN,Basic Industries,Major Chemicals,4/25/17
CBSHP,"Commerce Bancshares, Inc.",26.19,2400062181,NAN,Finance,Major Banks,4/26/17
ENDP,Endo International plc,10.75,2398361658,NAN,Health Care,Major Pharmaceuticals,4/24/17
PODD,Insulet Corporation,41.37,2394461718,2007,Health Care,Medical/Dental Instruments,4/25/17
ODP,"Office Depot, Inc.",4.65,2393916190,NAN,Consumer Services,Other Specialty Stores,4/26/17
CAR,"Avis Budget Group, Inc.",27.76,2372125728,NAN,Consumer Services,Rental/Leasing Companies,4/23/17
ROIC,Retail Opportunity Investments Corp.,21.51,2360210476,NAN,Consumer Services,Real Estate Investment Trusts,4/25/17
CREE,"Cree, Inc.",24.1,2347459006,1993,Technology,Semiconductors,4/25/17
KLXI,KLX Inc.,44.52,2337688838,NAN,Capital Goods,Aerospace,4/23/17
AGIO,"Agios Pharmaceuticals, Inc.",55.33,2336824704,2013,Health Care,Major Pharmaceuticals,4/25/17
LEXEB,"Liberty Expedia Holdings, Inc.",41,2335470905,NAN,Consumer Services,Other Consumer Services,4/26/17
SIR,Select Income REIT,26.06,2330490266,NAN,Consumer Services,Real Estate Investment Trusts,4/25/17
INCR,"INC Research Holdings, Inc.",42.95,2319342993,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4/23/17
TTEK,"Tetra Tech, Inc.",40.3,2309877236,1991,Consumer Services,Military/Government/Technical,4/24/17
FCFS,"First Cash, Inc.",47.7,2303418213,1991,Consumer Services,Other Specialty Stores,4/25/17
IRWD,"Ironwood Pharmaceuticals, Inc.",15.55,2299128487,2010,Health Care,Major Pharmaceuticals,4/23/17
EFII,"Electronics for Imaging, Inc.",49.44,2295591010,1992,Technology,Computer Communications Equipment,4/23/17
FMBI,"First Midwest Bancorp, Inc.",22.33,2291306332,NAN,Finance,Major Banks,4/24/17
ITRI,"Itron, Inc.",59.15,2286029023,1993,Capital Goods,Electrical Products,4/26/17
FTR,Frontier Communications Corporation,1.94,2285277341,NAN,Public Utilities,Telecommunications Equipment,4/26/17
NGHC,National General Holdings Corp,21.45,2284473263,NAN,Finance,Property-Casualty Insurers,4/24/17
ZLTQ,"ZELTIQ Aesthetics, Inc.",56.41,2279819965,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,4/26/17
NEOG,Neogen Corporation,59.66,2274208535,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,4/23/17
TELL,Tellurian Inc.,11.27,2250688412,NAN,Energy,Oil & Gas Production,4/23/17
CVLT,"Commvault Systems, Inc.",49.75,2242713483,2006,Technology,Computer Software: Prepackaged Software,4/23/17
CVBF,CVB Financial Corporation,20.31,2236300731,NAN,Finance,Major Banks,4/24/17
MGEE,MGE Energy Inc.,64.5,2236109865,NAN,Energy,Electric Utilities: Central,4/25/17
OKTA,"Okta, Inc.",24.49,2222682449,2017,Technology,Computer Software: Prepackaged Software,4/26/17
VIAV,Viavi Solutions Inc.,9.64,2220228686,NAN,Technology,Semiconductors,4/23/17
TIVO,TiVo Corporation,18.25,2210988285,NAN,Miscellaneous,Multi-Sector Companies,4/24/17
ONB,Old National Bancorp,16.3,2206544985,NAN,Finance,Major Banks,4/24/17
LGND,Ligand Pharmaceuticals Incorporated,105.34,2203701634,NAN,Health Care,Major Pharmaceuticals,4/26/17
IBOC,International Bancshares Corporation,33.35,2200754194,NAN,Finance,Major Banks,4/23/17
ROLL,RBC Bearings Incorporated,91.68,2199534761,2005,Capital Goods,Metal Fabrications,4/26/17
MCHI,iShares MSCI China ETF,49.97,2188686000,NAN,NAN,NAN,4/26/17
SHOO,"Steven Madden, Ltd.",36.55,2184033189,1993,Consumer Non-Durables,Shoe Manufacturing,4/25/17
MDRX,"Allscripts Healthcare Solutions, Inc.",12.07,2178792936,NAN,Technology,EDP Services,4/25/17
VIRT,"Virtu Financial, Inc.",15.6,2174003536,2015,Finance,Investment Bankers/Brokers/Service,4/25/17
CBF,Capital Bank Financial Corp.,41.8,2164512555,2012,Finance,Major Banks,4/26/17
HAWK,"Blackhawk Network Holdings, Inc.",38.8,2163604400,2013,Finance,Finance: Consumer Services,4/25/17
COLB,"Columbia Banking System, Inc.",37.02,2159452454,1992,Finance,Major Banks,4/26/17
PTLA,"Portola Pharmaceuticals, Inc.",38.01,2149746622,2013,Health Care,Major Pharmaceuticals,4/25/17
FEYE,"FireEye, Inc.",12,2130089700,2013,Technology,Computer peripheral equipment,4/26/17
CACQ,Caesars Acquisition Company,15.25,2117373044,NAN,Consumer Services,Hotels/Resorts,4/23/17
ACXM,Acxiom Corporation,26.93,2107492410,NAN,Technology,EDP Services,4/24/17
UNFI,"United Natural Foods, Inc.",41.63,2106171062,1996,Consumer Non-Durables,Food Distributors,4/24/17
MATW,Matthews International Corporation,64.75,2088320950,1994,Capital Goods,Metal Fabrications,4/24/17
ACIA,"Acacia Communications, Inc.",54.07,2085554138,2016,Technology,Semiconductors,4/25/17
SMTC,Semtech Corporation,31.6,2084770405,NAN,Technology,Semiconductors,4/25/17
TRMK,Trustmark Corporation,30.45,2079290034,NAN,Finance,Major Banks,4/23/17
MSTR,MicroStrategy Incorporated,181.61,2076763743,1998,Technology,Computer Software: Prepackaged Software,4/25/17
ERIC,Ericsson,6.36,2074717332,NAN,Technology,Radio And Television Broadcasting And Communications Equipment,4/25/17
CSA,VictoryShares US Small Cap Volatility Wtd ETF,40.44,2072486994,NAN,NAN,NAN,4/23/17
FSV,FirstService Corporation,59.77,2063076129,NAN,Finance,Real Estate,4/23/17
ABY,Atlantica Yield plc,20.56,2060466866,2014,Public Utilities,Electric Utilities: Central,4/26/17
ACWX,iShares MSCI ACWI ex US Index Fund,43.24,2058224000,NAN,NAN,NAN,4/24/17
WSTC,West Corporation,24.32,2057604447,2013,Miscellaneous,Business Services,4/24/17
GRPN,"Groupon, Inc.",3.66,2057190891,2011,Technology,Advertising,4/24/17
TWNK,"Hostess Brands, Inc.",15.68,2037708590,2015,Consumer Non-Durables,Packaged Foods,4/25/17
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",33.3,2027371100,2015,Consumer Services,Department/Specialty Retail Stores,4/25/17
CSOD,"Cornerstone OnDemand, Inc.",35.73,2024352252,2011,Technology,Computer Software: Prepackaged Software,4/24/17
BLMN,"Bloomin&#39; Brands, Inc.",19.55,2014144126,2012,Consumer Services,Restaurants,4/26/17
TBPH,"Theravance Biopharma, Inc.",37.84,2000051628,NAN,Health Care,Major Pharmaceuticals,4/26/17
PRTA,Prothena Corporation plc,52.54,1993416462,NAN,Health Care,Major Pharmaceuticals,4/25/17
CCOI,"Cogent Communications Holdings, Inc.",43.5,1981345569,NAN,Consumer Services,Telecommunications Equipment,4/23/17
PCTY,Paylocity Holding Corporation,38.46,1978282096,2014,Technology,Computer Software: Prepackaged Software,4/23/17
CFFN,"Capitol Federal Financial, Inc.",14.3,1973050093,NAN,Finance,Savings Institutions,4/24/17
TWOU,"2U, Inc.",41.74,1971375066,2014,Technology,Computer Software: Prepackaged Software,4/25/17
IIVI,II-VI Incorporated,31.5,1970686337,1987,Capital Goods,Electronic Components,4/25/17
CATM,Cardtronics plc,43.08,1964795828,2007,Miscellaneous,Business Services,4/24/17
AVXS,"AveXis, Inc.",70.75,1962585473,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4/26/17
MMYT,MakeMyTrip Limited,38.05,1960989052,2010,Consumer Services,Transportation Services,4/24/17
FELE,"Franklin Electric Co., Inc.",41.8,1940107081,NAN,Consumer Durables,Metal Fabrications,4/26/17
TSEM,Tower Semiconductor Ltd.,20.8,1934080221,1994,Technology,Semiconductors,4/23/17
AGII,"Argo Group International Holdings, Ltd.",64.4,1933226047,NAN,Finance,Specialty Insurers,4/24/17
UFPI,"Universal Forest Products, Inc.",94.99,1933224036,1993,Basic Industries,Forest Products,4/23/17
PLCE,"Children&#39;s Place, Inc. (The)",109.95,1928356976,1997,Consumer Services,Clothing/Shoe/Accessory Stores,4/23/17
WBMD,WebMD Health Corp,51.07,1926997754,2005,Miscellaneous,Business Services,4/25/17
TOWN,Towne Bank,30.8,1924758774,NAN,NAN,NAN,4/23/17
PLXS,Plexus Corp.,56.89,1916696635,NAN,Technology,Electrical Products,4/23/17
HTHT,"China Lodging Group, Limited",58.9,1905750907,2010,Consumer Services,Hotels/Resorts,4/25/17
PCH,Potlatch Corporation,46.9,1904536633,NAN,Consumer Services,Real Estate Investment Trusts,4/25/17
COKE,Coca-Cola Bottling Co. Consolidated,202.18,1887182288,1972,Consumer Non-Durables,Beverages (Production/Distribution),4/25/17
ABCO,The Advisory Board Company,46.85,1885048167,2001,Consumer Services,Other Consumer Services,4/24/17
EBIX,"Ebix, Inc.",59.75,1882079949,NAN,Technology,EDP Services,4/24/17
EGBN,"Eagle Bancorp, Inc.",55.05,1877779116,NAN,Finance,Major Banks,4/24/17
CALM,"Cal-Maine Foods, Inc.",38.575,1873840455,1996,Consumer Non-Durables,Farming/Seeds/Milling,4/26/17
QTEC,First Trust NASDAQ-100- Technology Index Fund,58.81,1873098618,NAN,NAN,NAN,4/23/17
HSNI,"HSN, Inc.",35.75,1872167512,NAN,Consumer Services,Other Specialty Stores,4/23/17
CENT,Central Garden & Pet Company,36.47,1871980300,1993,Consumer Durables,Consumer Specialties,4/26/17
UPL,Ultra Petroleum Corp.,12.12,1857462587,NAN,NAN,NAN,4/25/17
POWI,"Power Integrations, Inc.",62.7,1853197441,1997,Technology,Semiconductors,4/26/17
PEGI,Pattern Energy Group Inc.,21.15,1851063947,2013,Public Utilities,Electric Utilities: Central,4/26/17
MLHR,"Herman Miller, Inc.",30.85,1848152668,NAN,Consumer Durables,Office Equipment/Supplies/Services,4/25/17
SGMS,Scientific Games Corp,20.95,1846343361,NAN,Technology,EDP Services,4/24/17
PCRX,"Pacira Pharmaceuticals, Inc.",45.9,1832562457,2011,Health Care,Major Pharmaceuticals,4/24/17
